1581509107,0,camera1
1581509107,0,camera2
1581509407,1,camera1
1581509407,0,camera2
1581509707,1,camera1
1581509707,1,camera2
1581510008,0,camera1
1581510008,1,camera2
1581510307,1,camera1
1581510307,0,camera2
1581510607,0,camera1
1581510607,1,camera2
1581510907,0,camera1
1581510907,3,camera2
1581511207,2,camera1
1581511207,3,camera2
1581511507,1,camera1
1581511507,1,camera2
1581511808,1,camera1
1581511808,2,camera2
1581512107,0,camera1
1581512107,1,camera2
1581512407,0,camera1
1581512407,2,camera2
1581512707,0,camera1
1581512707,2,camera2
1581513007,0,camera1
1581513007,1,camera2
1581513307,0,camera1
1581513307,1,camera2
1581513607,0,camera1
1581513607,1,camera2
1581513907,1,camera1
1581513907,1,camera2
1581514207,1,camera1
1581514207,1,camera2
1581514507,1,camera1
1581514507,1,camera2
1581514807,0,camera1
1581514807,1,camera2
1581515107,1,camera1
1581515107,1,camera2
1581515405,0,camera1
1581515405,0,camera2
1581516009,0,camera1
1581516009,1,camera2
1581516307,0,camera1
1581516307,1,camera2
1581516607,1,camera1
1581516607,2,camera2
1581516908,1,camera1
1581516908,1,camera2
1581517207,0,camera1
1581517207,1,camera2
1581517507,1,camera1
1581517507,1,camera2
1581517807,0,camera1
1581517807,1,camera2
1581518107,0,camera1
1581518107,1,camera2
1581518407,0,camera1
1581518407,0,camera2
1581518707,0,camera1
1581518707,0,camera2
1581519007,0,camera1
1581519007,1,camera2
1581519307,0,camera1
1581519307,1,camera2
1581519608,1,camera1
1581519608,1,camera2
1581519908,1,camera1
1581519908,1,camera2
1581520207,0,camera1
1581520207,1,camera2
1581520507,0,camera1
1581520507,1,camera2
1581520807,2,camera1
1581520807,0,camera2
1581521108,0,camera1
1581521108,3,camera2
1581521407,1,camera1
1581521407,0,camera2
1581521707,1,camera1
1581521707,0,camera2
1581522007,1,camera1
1581522007,0,camera2
1581522307,0,camera1
1581522307,1,camera2
1581522608,0,camera1
1581522608,1,camera2
1581522907,0,camera1
1581522907,0,camera2
1581523208,0,camera1
1581523208,0,camera2
1581523507,1,camera1
1581523507,1,camera2
1581523807,1,camera1
1581523807,0,camera2
1581524107,1,camera1
1581524107,0,camera2
1581524709,2,camera1
1581524709,0,camera2
1581525007,2,camera1
1581525007,1,camera2
1581525307,1,camera1
1581525307,0,camera2
1581525607,2,camera1
1581525607,0,camera2
1581525906,0,camera1
1581525906,1,camera2
1581526208,0,camera1
1581526208,0,camera2
1581526508,0,camera1
1581526508,0,camera2
1581526807,0,camera1
1581526807,0,camera2
1581527107,0,camera1
1581527107,0,camera2
1581527407,0,camera1
1581527407,0,camera2
1581527707,0,camera1
1581527707,0,camera2
1581528008,0,camera1
1581528008,0,camera2
1581528307,0,camera1
1581528307,0,camera2
1581528607,0,camera1
1581528607,0,camera2
1581528907,0,camera1
1581528907,0,camera2
1581529207,0,camera1
1581529207,0,camera2
1581529507,0,camera1
1581529507,0,camera2
1581529807,0,camera1
1581529807,0,camera2
1581530107,0,camera1
1581530107,0,camera2
1581577207,1,camera1
1581577207,0,camera2
1581577507,1,camera1
1581577507,0,camera2
1581577807,1,camera1
