1583249701,0,camera1
1583250006,0,camera1
1583250305,0,camera1
1583250606,0,camera1
1583250905,0,camera1
1583251206,0,camera1
1583251506,0,camera1
1583251806,0,camera1
1583252106,0,camera1
1583252406,0,camera1
1583252706,0,camera1
1583253005,0,camera1
1583253306,0,camera1
1583253606,0,camera1
1583253905,0,camera1
1583254205,0,camera1
1583254505,0,camera1
1583254806,0,camera1
1583255106,0,camera1
1583255406,0,camera1
1583255706,0,camera1
1583256006,0,camera1
1583256306,0,camera1
1583256606,0,camera1
1583256906,0,camera1
1583257206,0,camera1
1583257506,0,camera1
1583257806,0,camera1
1583258106,0,camera1
1583305206,0,camera1
1583305506,0,camera1
1583305805,0,camera1
1583306106,0,camera1
1583306406,0,camera1
1583306705,0,camera1
1583307006,0,camera1
1583307305,0,camera1
1583307606,0,camera1
1583307906,0,camera1
1583308206,0,camera1
1583308506,0,camera1
1583308805,0,camera1
1583309106,0,camera1
1583309406,0,camera1
1583309706,0,camera1
1583310006,0,camera1
1583310306,0,camera1
1583310606,0,camera1
1583310906,0,camera1
1583311206,0,camera1
1583311506,0,camera1
1583311806,0,camera1
1583312106,0,camera1
1583312418,0,camera1
1583312706,0,camera1
1583313006,0,camera1
1583313306,0,camera1
1583313605,0,camera1
1583313906,0,camera1
1583314206,0,camera1
1583314506,0,camera1
1583314806,0,camera1
1583315105,0,camera1
1583315406,0,camera1
1583315705,0,camera1
1583316006,0,camera1
1583316306,0,camera1
1583316606,0,camera1
1583316906,0,camera1
1583317206,0,camera1
1583317506,0,camera1
1583317806,0,camera1
1583318106,0,camera1
1583318406,0,camera1
1583318706,0,camera1
1583319006,0,camera1
1583319306,0,camera1
1583319606,0,camera1
1583319906,0,camera1
1583320206,0,camera1
1583320506,0,camera1
1583320805,0,camera1
1583321105,0,camera1
1583321406,0,camera1
1583321706,0,camera1
1583322006,0,camera1
1583322306,0,camera1
1583322606,0,camera1
1583322905,0,camera1
1583323205,0,camera1
1583323506,0,camera1
1583323806,0,camera1
1583324106,0,camera1
1583324406,0,camera1
1583324706,0,camera1
1583325006,0,camera1
1583325306,0,camera1
1583325606,0,camera1
1583325906,0,camera1
1583326206,0,camera1
1583326506,0,camera1
1583326806,0,camera1
1583327106,0,camera1
1583327406,0,camera1
1583327706,0,camera1
1583328006,0,camera1
1583328306,0,camera1
1583328605,0,camera1
1583328906,0,camera1
1583329205,0,camera1
1583329506,0,camera1
1583329806,0,camera1
1583330106,0,camera1
1583330406,0,camera1
1583330705,0,camera1
1583331006,0,camera1
1583331306,0,camera1
1583331606,0,camera1
1583331906,0,camera1
1583332206,0,camera1
1583332506,0,camera1
1583332806,0,camera1
1583333106,0,camera1
1583333406,0,camera1
1583333706,0,camera1
1583334006,0,camera1
1583334306,0,camera1
1583334606,0,camera1
1583334906,0,camera1
1583335205,0,camera1
1583335505,0,camera1
1583335806,0,camera1
1583336106,0,camera1
1583336405,0,camera1
1583336706,0,camera1
1583337006,0,camera1
1583337306,0,camera1
1583337606,0,camera1
1583337906,0,camera1
1583338206,0,camera1
1583338506,0,camera1
1583338806,0,camera1
1583339106,0,camera1
1583339406,0,camera1
1583339706,0,camera1
1583340006,0,camera1
1583340306,0,camera1
1583340605,0,camera1
1583340905,0,camera1
1583341206,0,camera1
1583341506,0,camera1
1583341806,0,camera1
1583342106,0,camera1
1583342405,0,camera1
1583342706,0,camera1
1583343006,0,camera1
1583343306,0,camera1
1583343606,0,camera1
1583343906,0,camera1
1583344206,0,camera1
1583344506,0,camera1
1583391606,0,camera1
1583391906,0,camera1
1583392206,0,camera1
1583392506,0,camera1
1583392805,0,camera1
1583393106,0,camera1
1583393406,0,camera1
1583393706,0,camera1
1583394006,0,camera1
1583394306,0,camera1
1583394606,0,camera1
1583394906,0,camera1
1583395206,0,camera1
1583395506,0,camera1
1583395806,0,camera1
1583396105,0,camera1
1583396405,0,camera1
1583396706,0,camera1
1583397006,0,camera1
1583397306,0,camera1
1583397606,0,camera1
1583397904,1,camera1
1583398206,1,camera1
1583398506,1,camera1
1583398806,1,camera1
1583399106,1,camera1
1583399406,1,camera1
1583399706,1,camera1
1583400006,1,camera1
1583400306,1,camera1
1583400606,1,camera1
1583400905,1,camera1
1583401206,1,camera1
1583401506,1,camera1
1583401805,1,camera1
1583402106,1,camera1
1583402406,1,camera1
1583402706,1,camera1
1583403005,1,camera1
1583403306,1,camera1
1583403606,1,camera1
1583403906,1,camera1
1583404206,1,camera1
1583404506,0,camera1
1583404806,1,camera1
1583405106,1,camera1
1583405406,1,camera1
1583405706,2,camera1
1583406005,2,camera1
1583406306,2,camera1
1583406606,2,camera1
1583406906,2,camera1
1583407206,1,camera1
1583407506,1,camera1
1583407806,2,camera1
1583408105,2,camera1
1583408405,0,camera1
1583408706,0,camera1
1583409006,0,camera1
1583409306,0,camera1
